"ST","STATE","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","H_MEAN","A_MEAN"
"LA","Louisiana","51-4072","Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",NA,"630","11.04","22960"
"ME","Maine","51-2022","Electrical and electronic equipment assemblers",NA,"630","11.07","23020"
"MT","Montana","29-2041","Emergency medical technicians and paramedics",NA,"630","11.42","23750"
"NV","Nevada","47-3016","Helpers--roofers",NA,"630","11.65","24220"
"ID","Idaho","43-9021","Data entry keyers",NA,"630","11.82","24580"
"WV","West Virginia","25-9099","Education, training, and library workers, all other",NA,"630","11.91","24780"
"CO","Colorado","39-9099","Personal care and service workers, all other",NA,"630","12.05","25060"
"SC","South Carolina","29-2051","Dietetic technicians",NA,"630","12.49","25970"
"NM","New Mexico","43-5041","Meter readers, utilities",NA,"630","12.62","26260"
"MN","Minnesota","51-3091","Food and tobacco roasting, baking, and drying machine operators and tenders",NA,"630","12.68","26370"
"RI","Rhode Island","33-9099","Protective service workers, all other",NA,"630","13.04","27130"
"MI","Michigan","39-6021","Tour guides and escorts",NA,"630","13.06","27170"
"KY","Kentucky","49-3053","Outdoor power equipment and other small engine mechanics",NA,"630","13.23","27520"
"GA","Georgia","51-2021","Coil winders, tapers, and finishers",NA,"630","13.36","27800"
"CO","Colorado","51-9121","Coating, painting, and spraying machine setters, operators, and tenders",NA,"630","13.51","28100"
"FL","Florida","51-9031","Cutters and trimmers, hand",NA,"630","13.73","28550"
"IA","Iowa","51-4021","Extruding and drawing machine setters, operators, and tenders, metal and plastic",NA,"630","13.89","28890"
"RI","Rhode Island","51-4081","Multiple machine tool setters, operators, and tenders, metal and plastic",NA,"630","13.89","28900"
"CO","Colorado","31-9093","Medical equipment preparers",NA,"630","13.93","28970"
"MO","Missouri","51-5012","Bookbinders",NA,"630","14.04","29200"
"MT","Montana","43-3051","Payroll and timekeeping clerks",NA,"630","14.15","29430"
"NE","Nebraska","51-4034","Lathe and turning machine tool setters, operators, and tenders, metal and plastic",NA,"630","15.09","31400"
"AL","Alabama","29-2099","Health technologists and technicians, all other",NA,"630","15.53","32310"
"MD","Maryland","53-3011","Ambulance drivers and attendants, except emergency medical technicians",NA,"630","15.55","32340"
"LA","Louisiana","21-1011","Substance abuse and behavioral disorder counselors",NA,"630","15.72","32700"
"NJ","New Jersey","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",NA,"630","15.79","32850"
"RI","Rhode Island","29-2041","Emergency medical technicians and paramedics",NA,"630","16.13","33550"
"MT","Montana","23-2011","Paralegals and legal assistants",NA,"630","16.60","34530"
"ID","Idaho","43-4161","Human resources assistants, except payroll and timekeeping",NA,"630","16.73","34790"
"UT","Utah","49-2097","Electronic home entertainment equipment installers and repairers",NA,"630","16.78","34900"
"MO","Missouri","47-2131","Insulation workers, floor, ceiling, and wall",NA,"630","16.88","35110"
"RI","Rhode Island","29-2071","Medical records and health information technicians",NA,"630","16.93","35220"
"NE","Nebraska","17-3013","Mechanical drafters",NA,"630","17.07","35520"
"SC","South Carolina","53-7199","Material moving workers, all other",NA,"630","17.53","36460"
"MA","Massachusetts","27-4012","Broadcast technicians",NA,"630","17.86","37150"
"TX","Texas","27-4014","Sound engineering technicians",NA,"630","18.17","37800"
"FL","Florida","49-9069","Precision instrument and equipment repairers, all other",NA,"630","18.37","38200"
"NM","New Mexico","25-3021","Self-enrichment education teachers",NA,"630","18.57","38630"
"MS","Mississippi","11-9031","Education administrators, preschool and child care center/program",NA,"630","18.72","38940"
"CO","Colorado","43-5041","Meter readers, utilities",NA,"630","18.93","39370"
"HI","Hawaii","53-1021","First-line supervisors/managers of helpers, laborers, and material movers, hand",NA,"630","19.21","39960"
"ME","Maine","21-1011","Substance abuse and behavioral disorder counselors",NA,"630","19.26","40070"
"AR","Arkansas","47-4011","Construction and building inspectors",NA,"630","19.54","40640"
"NJ","New Jersey","13-2071","Loan counselors",NA,"630","20.47","42580"
"KS","Kansas","47-4011","Construction and building inspectors",NA,"630","20.93","43540"
"SD","South Dakota","11-9051","Food service managers",NA,"630","21.27","44250"
"SD","South Dakota","13-1023","Purchasing agents, except wholesale, retail, and farm products",NA,"630","21.72","45170"
"MD","Maryland","27-3011","Radio and television announcers",NA,"630","22.05","45860"
"AL","Alabama","29-1031","Dietitians and nutritionists",NA,"630","22.13","46040"
"WI","Wisconsin","27-1014","Multi-media artists and animators",NA,"630","22.29","46370"
"TX","Texas","25-4012","Curators",NA,"630","22.61","47020"
"MD","Maryland","23-2099","Legal support workers, all other",NA,"630","23.04","47920"
"TN","Tennessee","13-2021","Appraisers and assessors of real estate",NA,"630","23.20","48260"
"ME","Maine","29-1122","Occupational therapists",NA,"630","23.82","49540"
"DE","Delaware","17-3023","Electrical and electronic engineering technicians",NA,"630","24.17","50280"
"MT","Montana","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"630","24.17","50260"
"VA","Virginia","21-1029","Social workers, all other",NA,"630","25.37","52760"
"SC","South Carolina","29-2032","Diagnostic medical sonographers",NA,"630","25.40","52820"
"MO","Missouri","17-3012","Electrical and electronics drafters",NA,"630","25.58","53210"
"NJ","New Jersey","49-9012","Control and valve installers and repairers, except mechanical door",NA,"630","25.78","53610"
"MD","Maryland","49-2093","Electrical and electronics installers and repairers, transportation equipment",NA,"630","25.80","53670"
"TX","Texas","51-8012","Power distributors and dispatchers",NA,"630","25.83","53730"
"VT","Vermont","13-2072","Loan officers",NA,"630","26.16","54410"
"CT","Connecticut","21-1091","Health educators",NA,"630","26.56","55240"
"VT","Vermont","19-3021","Market research analysts",NA,"630","26.57","55270"
"CO","Colorado","17-3012","Electrical and electronics drafters",NA,"630","26.81","55770"
"WY","Wyoming","47-5012","Rotary drill operators, oil and gas",NA,"630","26.81","55760"
"VA","Virginia","27-4031","Camera operators, television, video, and motion picture",NA,"630","26.97","56090"
"PR","Puerto Rico","11-3071","Transportation, storage, and distribution managers",NA,"630","27.92","58080"
"MO","Missouri","27-1021","Commercial and industrial designers",NA,"630","28.25","58760"
"DC","District of Columbia","49-1011","First-line supervisors/managers of mechanics, installers, and repairers",NA,"630","28.71","59720"
"MS","Mississippi","11-3071","Transportation, storage, and distribution managers",NA,"630","28.73","59750"
"MN","Minnesota","33-1011","First-line supervisors/managers of correctional officers",NA,"630","29.17","60660"
"IA","Iowa","33-1012","First-line supervisors/managers of police and detectives",NA,"630","29.57","61500"
"NV","Nevada","13-2021","Appraisers and assessors of real estate",NA,"630","32.14","66850"
"MD","Maryland","17-2111","Health and safety engineers, except mining safety engineers and inspectors",NA,"630","34.09","70900"
"AZ","Arizona","17-2111","Health and safety engineers, except mining safety engineers and inspectors",NA,"630","34.20","71130"
"KY","Kentucky","11-2031","Public relations managers",NA,"630","34.49","71730"
"SC","South Carolina","11-3041","Compensation and benefits managers",NA,"630","34.83","72440"
"ID","Idaho","11-3051","Industrial production managers",NA,"630","35.10","73000"
"VA","Virginia","19-1029","Biological scientists, all other",NA,"630","35.29","73410"
"WV","West Virginia","53-4011","Locomotive engineers",NA,"630","36.00","74880"
"ID","Idaho","11-9033","Education administrators, postsecondary",NA,"630","36.59","76110"
"MS","Mississippi","11-2021","Marketing managers",NA,"630","36.93","76810"
"ID","Idaho","11-2021","Marketing managers",NA,"630","37.18","77340"
"TN","Tennessee","53-4011","Locomotive engineers",NA,"630","37.40","77790"
"WI","Wisconsin","19-2032","Materials scientists",NA,"630","38.17","79390"
"PA","Pennsylvania","19-2032","Materials scientists",NA,"630","38.28","79610"
"OR","Oregon","11-2011","Advertising and promotions managers",NA,"630","38.30","79670"
"SC","South Carolina","17-2199","Engineers, all other",NA,"630","39.78","82730"
"NM","New Mexico","11-9033","Education administrators, postsecondary",NA,"630","42.51","88430"
"FL","Florida","17-2161","Nuclear engineers",NA,"630","42.95","89340"
"VA","Virginia","29-1041","Optometrists",NA,"630","47.46","98720"
"SC","South Carolina","45-2041","Graders and sorters, agricultural products",NA,"630","7.54","15670"
"ND","North Dakota","35-9011","Dining room and cafeteria attendants and bartender helpers",NA,"630","7.67","15960"
"UT","Utah","29-1062","Family and general practitioners",NA,"630","77.41","161020"
"WY","Wyoming","35-9011","Dining room and cafeteria attendants and bartender helpers",NA,"630","8.41","17490"
"ND","North Dakota","53-3041","Taxi drivers and chauffeurs",NA,"630","8.56","17800"
"MO","Missouri","29-1063","Internists, general",NA,"630","82.76","172150"
"OK","Oklahoma","51-3093","Food cooking machine operators and tenders",NA,"630","9.03","18780"
"HI","Hawaii","41-9011","Demonstrators and product promoters",NA,"630","9.44","19640"
"KS","Kansas","53-3099","Motor vehicle operators, all other",NA,"630","9.66","20100"
"WI","Wisconsin","29-1061","Anesthesiologists",NA,"630","94.86","197300"
"WY","Wyoming","31-0000","Healthcare support occupations","major","6300","11.69","24310"
"WV","West Virginia","29-2061","Licensed practical and licensed vocational nurses",NA,"6300","14.75","30680"
"SC","South Carolina","47-2073","Operating engineers and other construction equipment operators",NA,"6300","14.76","30690"
"GA","Georgia","13-1041","Compliance officers, except agriculture, construction, health and safety, and transportation",NA,"6300","23.96","49830"
"AZ","Arizona","11-9199","Managers, all other",NA,"6300","37.18","77330"
"GA","Georgia","51-6031","Sewing machine operators",NA,"6310","10.03","20860"
"PA","Pennsylvania","43-2011","Switchboard operators, including answering service",NA,"6310","11.86","24670"
"WI","Wisconsin","43-9041","Insurance claims and policy processing clerks",NA,"6310","15.14","31490"
"IL","Illinois","49-9043","Maintenance workers, machinery",NA,"6310","21.52","44770"
"NC","North Carolina","11-9051","Food service managers",NA,"6310","24.40","50740"
"IN","Indiana","11-3051","Industrial production managers",NA,"6310","39.03","81190"
"TN","Tennessee","35-3021","Combined food preparation and serving workers, including fast food",NA,"63170","7.40","15400"
"NC","North Carolina","43-0000","Office and administrative support occupations","major","631870","14.24","29610"
"NY","New York","33-9092","Lifeguards, ski patrol, and other recreational protective service workers",NA,"6320","10.12","21050"
"AL","Alabama","47-2152","Plumbers, pipefitters, and steamfitters",NA,"6320","16.58","34480"
"NJ","New Jersey","43-4031","Court, municipal, and license clerks",NA,"6320","18.44","38350"
"FL","Florida","21-1022","Medical and public health social workers",NA,"6320","20.87","43400"
"IL","Illinois","47-2211","Sheet metal workers",NA,"6320","25.65","53350"
"WI","Wisconsin","13-1111","Management analysts",NA,"6320","30.11","62630"
"NJ","New Jersey","13-1022","Wholesale and retail buyers, except farm products",NA,"6320","30.28","62980"
"WA","Washington","15-1099","Computer specialists, all other",NA,"6320","34.14","71010"
"NH","New Hampshire","00-0000","All Occupations",NA,"632590","19.60","40780"
"GA","Georgia","51-5023","Printing machine operators",NA,"6330","16.63","34600"
"PA","Pennsylvania","17-2071","Electrical engineers",NA,"6330","37.81","78640"
"WV","West Virginia","35-0000","Food preparation and serving related occupations","major","63360","8.02","16680"
"TX","Texas","51-2023","Electromechanical equipment assemblers",NA,"6340","12.50","26000"
"FL","Florida","43-5011","Cargo and freight agents",NA,"6340","16.84","35020"
"TN","Tennessee","49-3031","Bus and truck mechanics and diesel engine specialists",NA,"6340","17.58","36560"
"CA","California","51-5022","Prepress technicians and workers",NA,"6340","20.16","41930"
"CA","California","35-9021","Dishwashers",NA,"63430","8.69","18070"
"CA","California","29-0000","Healthcare practitioners and technical occupations","major","634760","36.29","75480"
"IA","Iowa","51-3022","Meat, poultry, and fish cutters and trimmers",NA,"6350","12.11","25190"
"OH","Ohio","53-7063","Machine feeders and offbearers",NA,"6350","13.49","28060"
"AR","Arkansas","51-9061","Inspectors, testers, sorters, samplers, and weighers",NA,"6350","14.01","29140"
"NC","North Carolina","39-9032","Recreation workers",NA,"6360","11.46","23840"
"PA","Pennsylvania","45-0000","Farming, fishing, and forestry occupations","major","6360","13.35","27760"
"PA","Pennsylvania","51-2041","Structural metal fabricators and fitters",NA,"6360","15.92","33110"
"IL","Illinois","29-2011","Medical and clinical laboratory technologists",NA,"6360","23.86","49630"
"PR","Puerto Rico","53-0000","Transportation and material moving occupations","major","63670","8.33","17330"
"OK","Oklahoma","31-9092","Medical assistants",NA,"6370","11.88","24700"
"MT","Montana","53-3032","Truck drivers, heavy and tractor-trailer",NA,"6370","16.28","33870"
"OR","Oregon","15-1041","Computer support specialists",NA,"6370","20.39","42410"
"HI","Hawaii","47-2031","Carpenters",NA,"6370","27.57","57350"
"IL","Illinois","33-9092","Lifeguards, ski patrol, and other recreational protective service workers",NA,"6370","9.02","18760"
"MA","Massachusetts","31-9091","Dental assistants",NA,"6380","18.05","37550"
"IN","Indiana","51-4111","Tool and die makers",NA,"6380","23.83","49570"
"MD","Maryland","41-4011","Sales representatives, wholesale and manufacturing, technical and scientific products",NA,"6380","41.24","85790"
"NY","New York","11-9033","Education administrators, postsecondary",NA,"6380","47.40","98600"
"MS","Mississippi","39-9011","Child care workers",NA,"6380","7.35","15280"
"ND","North Dakota","31-1012","Nursing aides, orderlies, and attendants",NA,"6390","10.81","22490"
